geo,time,mean_years_in_school_men_15_to_24_years,is_forecasted
dma,2005,10.98,False
dma,2006,11.12,False
dma,2007,11.26,False
dma,2008,11.4,False
dma,2009,11.53,False
dma,2010,11.67,False
dma,2011,11.8,False
dma,2012,11.94,False
dma,2013,12.07,False
dma,2014,12.2,False
dma,2015,12.34,False
dma,2016,12.475216491971961,True
dma,2017,12.610416427705898,True
dma,2018,12.745599809228995,True
dma,2019,12.880766638568192,True
dma,2020,13.015916917750179,True
dma,2021,13.151050648801396,True
dma,2022,13.286167833748038,True
dma,2023,13.42126847461605,True
dma,2024,13.55635257343113,True
dnk,1970,7.56,False
dnk,1971,7.69,False
dnk,1972,7.82,False
dnk,1973,7.94,False
dnk,1974,8.07,False
dnk,1975,8.19,False
dnk,1976,8.32,False
dnk,1977,8.45,False
dnk,1978,8.57,False
dnk,1979,8.7,False
dnk,1980,8.82,False
dnk,1981,8.95,False
dnk,1982,9.07,False
dnk,1983,9.2,False
dnk,1984,9.32,False
dnk,1985,9.44,False
dnk,1986,9.56,False
dnk,1987,9.68,False
dnk,1988,9.8,False
dnk,1989,9.91,False
dnk,1990,10.03,False
dnk,1991,10.14,False
dnk,1992,10.25,False
dnk,1993,10.36,False
dnk,1994,10.47,False
dnk,1995,10.58,False
dnk,1996,10.68,False
dnk,1997,10.79,False
dnk,1998,10.9,False
dnk,1999,11.0,False
dnk,2000,11.12,False
dnk,2001,11.23,False
dnk,2002,11.34,False
dnk,2003,11.46,False
dnk,2004,11.58,False
dnk,2005,11.7,False
dnk,2006,11.82,False
dnk,2007,11.94,False
dnk,2008,12.06,False
dnk,2009,12.19,False
dnk,2010,12.31,False
dnk,2011,12.44,False
dnk,2012,12.56,False
dnk,2013,12.69,False
dnk,2014,12.82,False
dnk,2015,12.94,False
dnk,2016,13.064442145113437,True
dnk,2017,13.188843792414778,True
dnk,2018,13.31320495508342,True
dnk,2019,13.437525646294473,True
dnk,2020,13.561805879218763,True
dnk,2021,13.686045667022825,True
dnk,2022,13.81024502286891,True
dnk,2023,13.93440395991499,True
dnk,2024,14.058522491314749,True
dom,1970,4.32,False
dom,1971,4.42,False
dom,1972,4.51,False
dom,1973,4.61,False
dom,1974,4.71,False
dom,1975,4.81,False
dom,1976,4.91,False
dom,1977,5.01,False
dom,1978,5.12,False
dom,1979,5.22,False
dom,1980,5.33,False
dom,1981,5.44,False
dom,1982,5.55,False
dom,1983,5.66,False
dom,1984,5.77,False
dom,1985,5.88,False
dom,1986,5.99,False
dom,1987,6.11,False
dom,1988,6.22,False
dom,1989,6.34,False
dom,1990,6.46,False
dom,1991,6.58,False
dom,1992,6.7,False
dom,1993,6.82,False
dom,1994,6.94,False
dom,1995,7.06,False
dom,1996,7.18,False
dom,1997,7.3,False
dom,1998,7.43,False
dom,1999,7.55,False
dom,2000,7.68,False
dom,2001,7.81,False
dom,2002,7.94,False
dom,2003,8.07,False
dom,2004,8.2,False
dom,2005,8.34,False
dom,2006,8.47,False
dom,2007,8.61,False
dom,2008,8.75,False
dom,2009,8.89,False
dom,2010,9.03,False
dom,2011,9.17,False
dom,2012,9.31,False
dom,2013,9.45,False
dom,2014,9.59,False
dom,2015,9.73,False
dom,2016,9.869779829169328,True
dom,2017,10.009439691783832,True
dom,2018,10.148979690805252,True
dom,2019,10.288399929106959,True
dom,2020,10.427700509474032,True
dom,2021,10.566881534603338,True
dom,2022,10.7059431071036,True
dom,2023,10.84488532949548,True
dom,2024,10.983708304211646,True
dza,1970,2.77,False
dza,1971,2.86,False
dza,1972,2.95,False
dza,1973,3.04,False
dza,1974,3.14,False
dza,1975,3.25,False
dza,1976,3.35,False
dza,1977,3.46,False
dza,1978,3.58,False
dza,1979,3.69,False
dza,1980,3.82,False
dza,1981,3.95,False
dza,1982,4.08,False
dza,1983,4.22,False
dza,1984,4.36,False
dza,1985,4.51,False
dza,1986,4.66,False
dza,1987,4.82,False
dza,1988,4.99,False
dza,1989,5.17,False
dza,1990,5.35,False
dza,1991,5.54,False
dza,1992,5.75,False
dza,1993,5.96,False
dza,1994,6.19,False
dza,1995,6.43,False
dza,1996,6.59,False
dza,1997,6.76,False
dza,1998,6.92,False
dza,1999,7.08,False
dza,2000,7.23,False
dza,2001,7.39,False
dza,2002,7.54,False
dza,2003,7.69,False
dza,2004,7.84,False
dza,2005,7.99,False
dza,2006,8.13,False
dza,2007,8.28,False
dza,2008,8.42,False
dza,2009,8.57,False
dza,2010,8.71,False
dza,2011,8.85,False
dza,2012,8.99,False
dza,2013,9.14,False
dza,2014,9.28,False
dza,2015,9.42,False
dza,2016,9.559430904778155,True
dza,2017,9.69818367988655,True
dza,2018,9.83626162344514,True
dza,2019,9.973668017533289,True
dza,2020,10.110406128267801,True
dza,2021,10.246479205880542,True
dza,2022,10.381890484795703,True
dza,2023,10.516643183706677,True
dza,2024,10.650740505652571,True
ecu,1970,5.01,False
ecu,1971,5.11,False
ecu,1972,5.22,False
ecu,1973,5.32,False
ecu,1974,5.43,False
ecu,1975,5.53,False
ecu,1976,5.64,False
ecu,1977,5.75,False
ecu,1978,5.86,False
ecu,1979,5.96,False
ecu,1980,6.07,False
ecu,1981,6.18,False
ecu,1982,6.29,False
ecu,1983,6.4,False
ecu,1984,6.51,False
ecu,1985,6.62,False
ecu,1986,6.73,False
ecu,1987,6.84,False
ecu,1988,6.95,False
ecu,1989,7.05,False
ecu,1990,7.16,False
ecu,1991,7.27,False
ecu,1992,7.38,False
ecu,1993,7.48,False
ecu,1994,7.59,False
ecu,1995,7.7,False
ecu,1996,7.81,False
ecu,1997,7.92,False
ecu,1998,8.03,False
ecu,1999,8.15,False
ecu,2000,8.27,False
ecu,2001,8.39,False
ecu,2002,8.51,False
ecu,2003,8.64,False
ecu,2004,8.77,False
ecu,2005,8.89,False
ecu,2006,9.02,False
ecu,2007,9.16,False
ecu,2008,9.29,False
ecu,2009,9.43,False
ecu,2010,9.56,False
ecu,2011,9.7,False
ecu,2012,9.84,False
ecu,2013,9.98,False
ecu,2014,10.12,False
ecu,2015,10.26,False
ecu,2016,10.399631126592851,True
ecu,2017,10.539212255632364,True
ecu,2018,10.678743405021104,True
ecu,2019,10.818224592655225,True
ecu,2020,10.957655836424475,True
ecu,2021,11.097037154212195,True
ecu,2022,11.236368563895322,True
ecu,2023,11.375650083344391,True
ecu,2024,11.514881730423541,True
egy,1970,4.85,False
egy,1971,4.96,False
egy,1972,5.07,False
egy,1973,5.18,False
egy,1974,5.3,False
egy,1975,5.42,False
egy,1976,5.54,False
egy,1977,5.66,False
egy,1978,5.78,False
egy,1979,5.91,False
egy,1980,6.04,False
egy,1981,6.17,False
egy,1982,6.3,False
egy,1983,6.43,False
egy,1984,6.57,False
egy,1985,6.7,False
egy,1986,6.84,False
egy,1987,6.97,False
egy,1988,7.11,False
egy,1989,7.25,False
egy,1990,7.38,False
egy,1991,7.52,False
egy,1992,7.66,False
egy,1993,7.8,False
egy,1994,7.93,False
egy,1995,8.07,False
egy,1996,8.19,False
egy,1997,8.32,False
egy,1998,8.44,False
egy,1999,8.57,False
egy,2000,8.69,False
egy,2001,8.81,False
egy,2002,8.94,False
egy,2003,9.06,False
egy,2004,9.19,False
egy,2005,9.32,False
egy,2006,9.45,False
egy,2007,9.57,False
egy,2008,9.7,False
egy,2009,9.84,False
egy,2010,9.97,False
egy,2011,10.1,False
egy,2012,10.23,False
egy,2013,10.37,False
egy,2014,10.5,False
egy,2015,10.64,False
egy,2016,10.775685841865652,True
egy,2017,10.911275565957508,True
egy,2018,11.04676924036393,True
egy,2019,11.182166933125048,True
egy,2020,11.317468712232786,True
egy,2021,11.45267464563091,True
egy,2022,11.587784801215054,True
egy,2023,11.722799246832757,True
egy,2024,11.857718050283493,True
eri,1970,2.55,False
eri,1971,2.62,False
eri,1972,2.68,False
eri,1973,2.75,False
eri,1974,2.82,False
eri,1975,2.89,False
eri,1976,2.96,False
eri,1977,3.03,False
eri,1978,3.1,False
eri,1979,3.18,False
eri,1980,3.25,False
eri,1981,3.33,False
eri,1982,3.41,False
eri,1983,3.49,False
eri,1984,3.57,False
eri,1985,3.66,False
eri,1986,3.74,False
eri,1987,3.83,False
eri,1988,3.92,False
eri,1989,4.01,False
eri,1990,4.1,False
eri,1991,4.2,False
eri,1992,4.3,False
eri,1993,4.39,False
eri,1994,4.49,False
eri,1995,4.59,False
eri,1996,4.7,False
eri,1997,4.81,False
eri,1998,4.91,False
eri,1999,5.02,False
eri,2000,5.13,False
eri,2001,5.24,False
eri,2002,5.36,False
eri,2003,5.47,False
eri,2004,5.58,False
eri,2005,5.7,False
eri,2006,5.82,False
eri,2007,5.94,False
eri,2008,6.06,False
eri,2009,6.18,False
eri,2010,6.3,False
eri,2011,6.42,False
eri,2012,6.55,False
eri,2013,6.67,False
eri,2014,6.8,False
eri,2015,6.93,False
eri,2016,7.058286969374876,True
eri,2017,7.186512367205183,True
eri,2018,7.3146762230422855,True
eri,2019,7.442778566423366,True
eri,2020,7.57081942687143,True
eri,2021,7.698798833895314,True
eri,2022,7.82671681698969,True
eri,2023,7.954573405635077,True
eri,2024,8.082368629297843,True
esp,1970,6.7,False
esp,1971,6.83,False
esp,1972,6.95,False
esp,1973,7.07,False
esp,1974,7.2,False
esp,1975,7.33,False
esp,1976,7.45,False
esp,1977,7.58,False
esp,1978,7.71,False
esp,1979,7.84,False
esp,1980,7.97,False
esp,1981,8.1,False
esp,1982,8.23,False
esp,1983,8.36,False
esp,1984,8.49,False
esp,1985,8.63,False
esp,1986,8.76,False
esp,1987,8.89,False
esp,1988,9.02,False
esp,1989,9.15,False
esp,1990,9.29,False
esp,1991,9.42,False
esp,1992,9.55,False
esp,1993,9.68,False
esp,1994,9.81,False
esp,1995,9.94,False
esp,1996,10.06,False
esp,1997,10.19,False
esp,1998,10.32,False
esp,1999,10.45,False
esp,2000,10.58,False
esp,2001,10.71,False
esp,2002,10.84,False
esp,2003,10.97,False
esp,2004,11.1,False
esp,2005,11.24,False
esp,2006,11.37,False
esp,2007,11.5,False
esp,2008,11.63,False
esp,2009,11.77,False
esp,2010,11.9,False
esp,2011,12.03,False
esp,2012,12.17,False
esp,2013,12.3,False
esp,2014,12.43,False
esp,2015,12.56,False
esp,2016,12.691359858696174,True
esp,2017,12.822689226678444,True
esp,2018,12.953988111024186,True
esp,2019,13.08525651880914,True
esp,2020,13.216494457107402,True
esp,2021,13.347701932991422,True
esp,2022,13.47887895353201,True
esp,2023,13.61002552579834,True
esp,2024,13.74114165685794,True
est,1970,5.15,False
est,1971,5.25,False
est,1972,5.35,False
est,1973,5.45,False
est,1974,5.56,False
est,1975,5.66,False
est,1976,5.76,False
est,1977,5.87,False
est,1978,5.98,False
est,1979,6.08,False
est,1980,6.19,False
est,1981,6.3,False
est,1982,6.4,False
est,1983,6.51,False
est,1984,6.62,False
est,1985,6.73,False
est,1986,6.84,False
est,1987,6.95,False
est,1988,7.06,False
est,1989,7.17,False
est,1990,7.28,False
est,1991,7.39,False
est,1992,7.5,False
est,1993,7.61,False
est,1994,7.73,False
est,1995,7.84,False
est,1996,7.96,False
est,1997,8.08,False
est,1998,8.21,False
est,1999,8.33,False
est,2000,8.46,False
est,2001,8.6,False
est,2002,8.73,False
est,2003,8.87,False
est,2004,9.01,False
est,2005,9.15,False
est,2006,9.29,False
est,2007,9.43,False
est,2008,9.58,False
est,2009,9.73,False
est,2010,9.88,False
est,2011,10.02,False
est,2012,10.17,False
est,2013,10.32,False
est,2014,10.47,False
est,2015,10.62,False
est,2016,10.769533100663342,True
est,2017,10.918936451352518,True
est,2018,11.068210164651669,True
est,2019,11.217354353047249,True
est,2020,11.366369128928103,True
est,2021,11.51525460458556,True
est,2022,11.664010892213515,True
est,2023,11.812638103908506,True
est,2024,11.961136351669813,True
eth,1970,2.33,False
eth,1971,2.39,False
eth,1972,2.45,False
eth,1973,2.52,False
eth,1974,2.59,False
eth,1975,2.66,False
eth,1976,2.73,False
eth,1977,2.8,False
eth,1978,2.88,False
eth,1979,2.95,False
eth,1980,3.03,False
eth,1981,3.11,False
eth,1982,3.19,False
eth,1983,3.28,False
eth,1984,3.36,False
eth,1985,3.45,False
eth,1986,3.54,False
eth,1987,3.63,False
eth,1988,3.72,False
eth,1989,3.81,False
eth,1990,3.91,False
eth,1991,4.0,False
eth,1992,4.1,False
eth,1993,4.2,False
eth,1994,4.3,False
eth,1995,4.4,False
eth,1996,4.51,False
eth,1997,4.61,False
eth,1998,4.72,False
eth,1999,4.82,False
eth,2000,4.93,False
eth,2001,5.03,False
eth,2002,5.14,False
eth,2003,5.25,False
eth,2004,5.35,False
eth,2005,5.46,False
eth,2006,5.57,False
eth,2007,5.67,False
eth,2008,5.78,False
eth,2009,5.89,False
eth,2010,5.99,False
eth,2011,6.1,False
eth,2012,6.21,False
eth,2013,6.32,False
eth,2014,6.43,False
eth,2015,6.54,False
eth,2016,6.649584806826635,True
eth,2017,6.759059243484694,True
eth,2018,6.868423421135338,True
eth,2019,6.977677450827767,True
eth,2020,7.086821443499336,True
eth,2021,7.1958555099756705,True
eth,2022,7.3047797609707725,True
eth,2023,7.413594307087139,True
eth,2024,7.5222992588158695,True
fin,1970,6.79,False
fin,1971,6.91,False
fin,1972,7.03,False
fin,1973,7.15,False
fin,1974,7.27,False
fin,1975,7.39,False
fin,1976,7.52,False
fin,1977,7.64,False
fin,1978,7.76,False
fin,1979,7.89,False
fin,1980,8.01,False
fin,1981,8.13,False
fin,1982,8.26,False
fin,1983,8.38,False
fin,1984,8.51,False
fin,1985,8.63,False
fin,1986,8.76,False
fin,1987,8.88,False
fin,1988,9.0,False
fin,1989,9.13,False
fin,1990,9.25,False
fin,1991,9.38,False
fin,1992,9.5,False
fin,1993,9.62,False
fin,1994,9.75,False
fin,1995,9.87,False
fin,1996,9.99,False
fin,1997,10.12,False
fin,1998,10.25,False
fin,1999,10.37,False
fin,2000,10.5,False
fin,2001,10.63,False
fin,2002,10.77,False
fin,2003,10.9,False
fin,2004,11.03,False
fin,2005,11.17,False
fin,2006,11.3,False
fin,2007,11.44,False
fin,2008,11.57,False
fin,2009,11.71,False
fin,2010,11.85,False
fin,2011,11.98,False
fin,2012,12.12,False
fin,2013,12.25,False
fin,2014,12.39,False
fin,2015,12.53,False
fin,2016,12.667052892204767,True
fin,2017,12.804069942986079,True
fin,2018,12.941051161717011,True
fin,2019,13.077996557768195,True
fin,2020,13.214906140507805,True
fin,2021,13.351779919301572,True
fin,2022,13.488617903512774,True
fin,2023,13.625420102502238,True
fin,2024,13.762186525628348,True
fji,1970,7.14,False
fji,1971,7.24,False
fji,1972,7.35,False
fji,1973,7.46,False
fji,1974,7.56,False
fji,1975,7.66,False
fji,1976,7.77,False
fji,1977,7.87,False
fji,1978,7.97,False
fji,1979,8.07,False
fji,1980,8.16,False
fji,1981,8.26,False
fji,1982,8.35,False
fji,1983,8.44,False
fji,1984,8.53,False
fji,1985,8.62,False
fji,1986,8.71,False
fji,1987,8.79,False
fji,1988,8.87,False
fji,1989,8.95,False
fji,1990,9.03,False
fji,1991,9.1,False
fji,1992,9.18,False
fji,1993,9.25,False
fji,1994,9.32,False
fji,1995,9.39,False
fji,1996,9.5,False
fji,1997,9.61,False
fji,1998,9.72,False
fji,1999,9.84,False
fji,2000,9.95,False
fji,2001,10.07,False
fji,2002,10.19,False
fji,2003,10.32,False
fji,2004,10.44,False
fji,2005,10.56,False
fji,2006,10.69,False
fji,2007,10.81,False
fji,2008,10.94,False
fji,2009,11.07,False
fji,2010,11.19,False
fji,2011,11.32,False
fji,2012,11.45,False
fji,2013,11.58,False
fji,2014,11.71,False
fji,2015,11.84,False
fji,2016,11.969700164375457,True
fji,2017,12.09919467217553,True
fji,2018,12.22848384949562,True
fji,2019,12.357568021914057,True
fji,2020,12.48644751449293,True
fji,2021,12.615122651778895,True
fji,2022,12.743593757804001,True
fji,2023,12.871861156086498,True
fji,2024,12.999925169631656,True
fra,1970,7.87,False
fra,1971,7.99,False
fra,1972,8.1,False
fra,1973,8.21,False
fra,1974,8.32,False
fra,1975,8.43,False
fra,1976,8.54,False
fra,1977,8.64,False
fra,1978,8.74,False
fra,1979,8.85,False
fra,1980,8.95,False
fra,1981,9.04,False
fra,1982,9.14,False
fra,1983,9.24,False
fra,1984,9.33,False
fra,1985,9.43,False
fra,1986,9.52,False
fra,1987,9.61,False
fra,1988,9.69,False
fra,1989,9.78,False
fra,1990,9.86,False
fra,1991,9.93,False
fra,1992,10.01,False
fra,1993,10.08,False
fra,1994,10.14,False
fra,1995,10.2,False
fra,1996,10.3,False
fra,1997,10.39,False
fra,1998,10.5,False
fra,1999,10.6,False
fra,2000,10.71,False
fra,2001,10.82,False
fra,2002,10.93,False
fra,2003,11.04,False
fra,2004,11.16,False
fra,2005,11.28,False
fra,2006,11.4,False
fra,2007,11.52,False
fra,2008,11.64,False
fra,2009,11.77,False
fra,2010,11.89,False
fra,2011,12.02,False
fra,2012,12.15,False
fra,2013,12.28,False
fra,2014,12.4,False
fra,2015,12.53,False
fra,2016,12.657396776858754,True
fra,2017,12.784575125215907,True
fra,2018,12.91153541957866,True
fra,2019,13.038278033812103,True
fra,2020,13.164803341140313,True
fra,2021,13.291111714147455,True
fra,2022,13.417203524778877,True
fra,2023,13.543079144342208,True
fra,2024,13.668738943508453,True
fsm,1970,7.64,False
fsm,1971,7.77,False
fsm,1972,7.91,False
fsm,1973,8.04,False
fsm,1974,8.17,False
fsm,1975,8.3,False
fsm,1976,8.43,False
fsm,1977,8.57,False
fsm,1978,8.7,False
fsm,1979,8.84,False
fsm,1980,8.97,False
fsm,1981,9.11,False
fsm,1982,9.24,False
fsm,1983,9.37,False
fsm,1984,9.51,False
fsm,1985,9.64,False
fsm,1986,9.78,False
fsm,1987,9.91,False
fsm,1988,10.05,False
fsm,1989,10.18,False
fsm,1990,10.31,False
fsm,1991,10.44,False
fsm,1992,10.57,False
fsm,1993,10.71,False
fsm,1994,10.84,False
fsm,1995,10.97,False
fsm,1996,11.1,False
fsm,1997,11.23,False
fsm,1998,11.36,False
fsm,1999,11.49,False
fsm,2000,11.62,False
fsm,2001,11.75,False
fsm,2002,11.88,False
fsm,2003,12.01,False
fsm,2004,12.14,False
fsm,2005,12.27,False
fsm,2006,12.4,False
fsm,2007,12.53,False
fsm,2008,12.65,False
fsm,2009,12.78,False
fsm,2010,12.91,False
fsm,2011,13.03,False
fsm,2012,13.16,False
fsm,2013,13.28,False
fsm,2014,13.4,False
fsm,2015,13.52,False
fsm,2016,13.64084167661707,True
fsm,2017,13.761502769737227,True
fsm,2018,13.881983549221003,True
fsm,2019,14.002284284525658,True
fsm,2020,14.12240524470578,True
fsm,2021,14.242346698413886,True
fsm,2022,14.362108913901025,True
fsm,2023,14.481692159017376,True
fsm,2024,14.601096701212846,True
gab,1970,4.9,False
gab,1971,5.01,False
gab,1972,5.11,False
gab,1973,5.22,False
gab,1974,5.33,False
gab,1975,5.44,False
gab,1976,5.55,False
gab,1977,5.66,False
gab,1978,5.77,False
gab,1979,5.89,False
gab,1980,6.0,False
gab,1981,6.11,False
gab,1982,6.22,False
gab,1983,6.33,False
gab,1984,6.45,False
gab,1985,6.56,False
gab,1986,6.67,False
gab,1987,6.78,False
gab,1988,6.89,False
gab,1989,6.99,False
gab,1990,7.1,False
gab,1991,7.2,False
gab,1992,7.3,False
gab,1993,7.4,False
gab,1994,7.5,False
gab,1995,7.59,False
gab,1996,7.67,False
gab,1997,7.75,False
gab,1998,7.84,False
gab,1999,7.92,False
gab,2000,8.01,False
gab,2001,8.1,False
gab,2002,8.19,False
gab,2003,8.28,False
gab,2004,8.38,False
gab,2005,8.48,False
gab,2006,8.58,False
gab,2007,8.68,False
gab,2008,8.78,False
gab,2009,8.89,False
gab,2010,9.0,False
gab,2011,9.11,False
gab,2012,9.23,False
gab,2013,9.34,False
gab,2014,9.46,False
gab,2015,9.58,False
gab,2016,9.698958299615061,True
gab,2017,9.817792373351056,True
gab,2018,9.936502350934695,True
gab,2019,10.055088361957223,True
gab,2020,10.173550535874547,True
gab,2021,10.291889002007391,True
gab,2022,10.41010388954143,True
gab,2023,10.528195327527433,True
gab,2024,10.646163444881404,True
gbr,1970,8.25,False
gbr,1971,8.39,False
gbr,1972,8.52,False
gbr,1973,8.66,False
gbr,1974,8.79,False
gbr,1975,8.93,False
gbr,1976,9.06,False
gbr,1977,9.2,False
gbr,1978,9.33,False
gbr,1979,9.46,False
gbr,1980,9.6,False
gbr,1981,9.73,False
gbr,1982,9.87,False
gbr,1983,10.0,False
gbr,1984,10.13,False
gbr,1985,10.27,False
gbr,1986,10.4,False
gbr,1987,10.53,False
gbr,1988,10.66,False
gbr,1989,10.79,False
gbr,1990,10.92,False
gbr,1991,11.05,False
gbr,1992,11.17,False
gbr,1993,11.3,False
gbr,1994,11.42,False
gbr,1995,11.54,False
gbr,1996,11.66,False
gbr,1997,11.78,False
gbr,1998,11.9,False
gbr,1999,12.02,False
gbr,2000,12.15,False
gbr,2001,12.27,False
gbr,2002,12.39,False
gbr,2003,12.51,False
gbr,2004,12.63,False
gbr,2005,12.75,False
gbr,2006,12.87,False
gbr,2007,12.99,False
gbr,2008,13.12,False
gbr,2009,13.24,False
gbr,2010,13.36,False
gbr,2011,13.48,False
gbr,2012,13.6,False
gbr,2013,13.72,False
gbr,2014,13.83,False
gbr,2015,13.95,False
gbr,2016,14.06687861585872,True
gbr,2017,14.1833822141813,True
gbr,2018,14.299511998251603,True
gbr,2019,14.415269167492628,True
gbr,2020,14.530654917478897,True
gbr,2021,14.6456704399488,True
gbr,2022,14.760316922816912,True
gbr,2023,14.874595550186255,True
gbr,2024,14.988507502360527,True
geo,1970,7.02,False
geo,1971,7.15,False
geo,1972,7.27,False
geo,1973,7.4,False
geo,1974,7.53,False
geo,1975,7.66,False
geo,1976,7.78,False
geo,1977,7.91,False
geo,1978,8.04,False
geo,1979,8.18,False
geo,1980,8.31,False
geo,1981,8.44,False
geo,1982,8.57,False
geo,1983,8.7,False
geo,1984,8.84,False
geo,1985,8.97,False
geo,1986,9.1,False
geo,1987,9.24,False
geo,1988,9.37,False
geo,1989,9.5,False
geo,1990,9.64,False
geo,1991,9.77,False
geo,1992,9.9,False
geo,1993,10.03,False
geo,1994,10.17,False
geo,1995,10.3,False
geo,1996,10.43,False
geo,1997,10.56,False
geo,1998,10.69,False
geo,1999,10.83,False
geo,2000,10.96,False
geo,2001,11.09,False
geo,2002,11.22,False
geo,2003,11.36,False
geo,2004,11.49,False
geo,2005,11.62,False
geo,2006,11.76,False
geo,2007,11.89,False
geo,2008,12.02,False
geo,2009,12.16,False
geo,2010,12.29,False
geo,2011,12.42,False
geo,2012,12.55,False
geo,2013,12.68,False
geo,2014,12.81,False
geo,2015,12.94,False
geo,2016,13.070905606836687,True
geo,2017,13.201797710998633,True
geo,2018,13.332676313878611,True
geo,2019,13.463541416869257,True
geo,2020,13.594393021363057,True
geo,2021,13.725231128752357,True
geo,2022,13.85605574042936,True
geo,2023,13.986866857786122,True
geo,2024,14.11766448221456,True
gha,1970,3.71,False
gha,1971,3.8,False
gha,1972,3.89,False
gha,1973,3.98,False
gha,1974,4.07,False
gha,1975,4.16,False
gha,1976,4.26,False
gha,1977,4.36,False
gha,1978,4.45,False
gha,1979,4.55,False
gha,1980,4.65,False
gha,1981,4.76,False
gha,1982,4.86,False
gha,1983,4.96,False
gha,1984,5.07,False
gha,1985,5.17,False
gha,1986,5.28,False
gha,1987,5.38,False
gha,1988,5.49,False
gha,1989,5.6,False
gha,1990,5.71,False
gha,1991,5.81,False
gha,1992,5.92,False
gha,1993,6.03,False
gha,1994,6.14,False
gha,1995,6.24,False
gha,1996,6.35,False
gha,1997,6.45,False
gha,1998,6.56,False
gha,1999,6.67,False
gha,2000,6.77,False
gha,2001,6.88,False
gha,2002,6.99,False
gha,2003,7.1,False
gha,2004,7.22,False
gha,2005,7.33,False
gha,2006,7.45,False
gha,2007,7.56,False
gha,2008,7.68,False
gha,2009,7.8,False
gha,2010,7.92,False
gha,2011,8.05,False
gha,2012,8.17,False
gha,2013,8.3,False
gha,2014,8.43,False
gha,2015,8.56,False
gha,2016,8.688483715958647,True
gha,2017,8.816818275874867,True
gha,2018,8.945003852903096,True
gha,2019,9.07304061999675,True
gha,2020,9.200928749908469,True
gha,2021,9.328668415190343,True
gha,2022,9.45625978819415,True
gha,2023,9.58370304107158,True
gha,2024,9.71099834577448,True
gin,1970,1.98,False
gin,1971,2.03,False
gin,1972,2.08,False
gin,1973,2.13,False
gin,1974,2.19,False
gin,1975,2.24,False
gin,1976,2.3,False
gin,1977,2.36,False
gin,1978,2.41,False
gin,1979,2.47,False
gin,1980,2.54,False
gin,1981,2.6,False
gin,1982,2.66,False
gin,1983,2.73,False
gin,1984,2.79,False
gin,1985,2.86,False
gin,1986,2.93,False
gin,1987,3.0,False
gin,1988,3.07,False
gin,1989,3.15,False
gin,1990,3.22,False
gin,1991,3.3,False
gin,1992,3.37,False
gin,1993,3.45,False
gin,1994,3.54,False
gin,1995,3.62,False
gin,1996,3.71,False
gin,1997,3.8,False
gin,1998,3.89,False
gin,1999,3.99,False
gin,2000,4.08,False
gin,2001,4.18,False
gin,2002,4.28,False
gin,2003,4.38,False
gin,2004,4.48,False
gin,2005,4.59,False
gin,2006,4.69,False
gin,2007,4.8,False
gin,2008,4.91,False
gin,2009,5.02,False
gin,2010,5.13,False
gin,2011,5.24,False
gin,2012,5.36,False
gin,2013,5.47,False
gin,2014,5.59,False
gin,2015,5.7,False
gin,2016,5.812818242981176,True
gin,2017,5.925503544102855,True
gin,2018,6.038056060020005,True
gin,2019,6.1504759472029935,True
gin,2020,6.262763361937807,True
gin,2021,6.374918460326272,True
gin,2022,6.486941398286267,True
gin,2023,6.59883233155194,True
gin,2024,6.710591415673929,True
gmb,1970,2.62,False
gmb,1971,2.69,False
gmb,1972,2.76,False
gmb,1973,2.82,False
gmb,1974,2.89,False
gmb,1975,2.96,False
gmb,1976,3.04,False
gmb,1977,3.11,False
gmb,1978,3.19,False
gmb,1979,3.26,False
gmb,1980,3.34,False
gmb,1981,3.42,False
gmb,1982,3.5,False
gmb,1983,3.58,False
gmb,1984,3.66,False
gmb,1985,3.75,False
gmb,1986,3.83,False
gmb,1987,3.92,False
gmb,1988,4.01,False
gmb,1989,4.1,False
gmb,1990,4.19,False
gmb,1991,4.28,False
gmb,1992,4.37,False
gmb,1993,4.47,False
gmb,1994,4.56,False
gmb,1995,4.66,False
gmb,1996,4.75,False
gmb,1997,4.85,False
gmb,1998,4.95,False
gmb,1999,5.05,False
gmb,2000,5.16,False
gmb,2001,5.26,False
gmb,2002,5.37,False
gmb,2003,5.47,False
gmb,2004,5.58,False
gmb,2005,5.69,False
gmb,2006,5.8,False
gmb,2007,5.92,False
gmb,2008,6.03,False
gmb,2009,6.15,False
gmb,2010,6.26,False
gmb,2011,6.38,False
gmb,2012,6.5,False
gmb,2013,6.62,False
gmb,2014,6.75,False
gmb,2015,6.87,False
gmb,2016,6.9920626937424295,True
gmb,2017,7.114054693977863,True
gmb,2018,7.235976041648966,True
gmb,2019,7.35782677767469,True
gmb,2020,7.47960694295029,True
gmb,2021,7.601316578347333,True
gmb,2022,7.722955724713719,True
gmb,2023,7.844524422873688,True
gmb,2024,7.9660227136278365,True
gnb,1970,1.56,False
gnb,1971,1.6,False
gnb,1972,1.64,False
gnb,1973,1.69,False
gnb,1974,1.73,False
gnb,1975,1.78,False
gnb,1976,1.83,False
gnb,1977,1.88,False
gnb,1978,1.93,False
gnb,1979,1.98,False
gnb,1980,2.03,False
gnb,1981,2.09,False
gnb,1982,2.14,False
gnb,1983,2.2,False
gnb,1984,2.26,False
gnb,1985,2.32,False
gnb,1986,2.38,False
gnb,1987,2.45,False
