geo,time,cell_phones_per_100_people,is_forecasted
bfa,2018,94.622,False
bfa,2019,97.1499,False
bfa,2020,102.973,False
bfa,2021,112.198,False
bfa,2022,119.463,False
bfa,2023,126.30183217186304,True
bfa,2024,132.9339809288342,True
bgd,1960,0.0,False
bgd,1965,0.0,False
bgd,1970,0.0,False
bgd,1975,0.0,False
bgd,1976,0.0,False
bgd,1977,0.0,False
bgd,1978,0.0,False
bgd,1979,0.0,False
bgd,1980,0.0,False
bgd,1981,0.0,False
bgd,1982,0.0,False
bgd,1983,0.0,False
bgd,1984,0.0,False
bgd,1985,0.0,False
bgd,1986,0.0,False
bgd,1987,0.0,False
bgd,1988,0.0,False
bgd,1989,0.0,False
bgd,1990,0.0,False
bgd,1991,0.0,False
bgd,1992,0.00022,False
bgd,1993,0.00044,False
bgd,1994,0.00095,False
bgd,1995,0.00212,False
bgd,1996,0.00334,False
bgd,1997,0.0213,False
bgd,1998,0.06031,False
bgd,1999,0.11755,False
bgd,2000,0.20737,False
bgd,2001,0.3801,False
bgd,2002,0.77375,False
bgd,2003,0.96829,False
bgd,2004,1.94647,False
bgd,2005,6.21909,False
bgd,2006,13.0671,False
bgd,2007,23.2247,False
bgd,2008,29.8647,False
bgd,2009,34.0413,False
bgd,2010,44.6275,False
bgd,2011,54.9307,False
bgd,2012,62.6684,False
bgd,2013,74.4595,False
bgd,2014,80.3128,False
bgd,2015,82.4276,False
bgd,2016,84.5595,False
bgd,2017,93.069,False
bgd,2018,98.9289,False
bgd,2019,100.4,False
bgd,2020,106.002,False
bgd,2021,110.012,False
bgd,2022,109.867,False
bgd,2023,114.355,False
bgd,2024,117.30899918599994,True
bgr,1960,0.0,False
bgr,1965,0.0,False
bgr,1970,0.0,False
bgr,1975,0.0,False
bgr,1976,0.0,False
bgr,1977,0.0,False
bgr,1978,0.0,False
bgr,1979,0.0,False
bgr,1980,0.0,False
bgr,1981,0.0,False
bgr,1982,0.0,False
bgr,1983,0.0,False
bgr,1984,0.0,False
bgr,1985,0.0,False
bgr,1986,0.0,False
bgr,1987,0.0,False
bgr,1988,0.0,False
bgr,1989,0.0,False
bgr,1990,0.0,False
bgr,1991,0.0,False
bgr,1992,0.0,False
bgr,1993,0.01161,False
bgr,1994,0.07604,False
bgr,1995,0.24677,False
bgr,1996,0.31647,False
bgr,1997,0.84145,False
bgr,1998,1.54221,False
bgr,1999,4.28801,False
bgr,2000,9.2244,False
bgr,2001,19.5498,False
bgr,2002,33.0395,False
bgr,2003,44.8576,False
bgr,2004,61.0333,False
bgr,2005,81.1551,False
bgr,2006,108.025,False
bgr,2007,130.455,False
bgr,2008,138.397,False
bgr,2009,139.621,False
bgr,2010,137.14,False
bgr,2011,141.938,False
bgr,2012,147.338,False
bgr,2013,144.355,False
bgr,2014,131.335,False
bgr,2015,128.103,False
bgr,2016,125.906,False
bgr,2017,120.596,False
bgr,2018,119.395,False
bgr,2019,116.617,False
bgr,2020,114.597,False
bgr,2021,114.912,False
bgr,2022,116.679,False
bgr,2023,117.933,False
bgr,2024,118.59168833105392,True
bhr,1960,0.0,False
bhr,1965,0.0,False
bhr,1970,0.0,False
bhr,1975,0.0,False
bhr,1976,0.0,False
bhr,1977,0.0,False
bhr,1978,0.0,False
bhr,1979,0.0,False
bhr,1980,0.0,False
bhr,1981,0.0,False
bhr,1982,0.0,False
bhr,1983,0.0,False
bhr,1984,0.0,False
bhr,1985,0.0,False
bhr,1986,0.13727,False
bhr,1987,0.36694,False
bhr,1988,0.5971,False
bhr,1989,0.84961,False
bhr,1990,0.99475,False
bhr,1991,1.37351,False
bhr,1992,1.74635,False
bhr,1993,1.97994,False
bhr,1994,2.96939,False
bhr,1995,4.50293,False
bhr,1996,6.3342,False
bhr,1997,8.97016,False
bhr,1998,13.68999,False
bhr,1999,19.28358,False
bhr,2000,30.7247,False
bhr,2001,42.8008,False
bhr,2002,51.7138,False
bhr,2003,54.6188,False
bhr,2004,74.5619,False
bhr,2005,82.2539,False
bhr,2006,91.2343,False
bhr,2007,105.539,False
bhr,2008,128.559,False
bhr,2009,118.449,False
bhr,2010,129.158,False
bhr,2011,140.351,False
bhr,2012,174.62,False
bhr,2013,175.802,False
bhr,2014,177.4,False
bhr,2015,183.92,False
bhr,2016,209.489,False
bhr,2017,159.547,False
bhr,2018,139.735,False
bhr,2019,129.143,False
bhr,2020,119.412,False
bhr,2021,128.079,False
bhr,2022,139.636,False
bhr,2023,153.9,False
bhr,2024,157.7110255806474,True
bhs,1960,0.0,False
bhs,1965,0.0,False
bhs,1970,0.0,False
bhs,1975,0.0,False
bhs,1976,0.0,False
bhs,1977,0.0,False
bhs,1978,0.0,False
bhs,1979,0.0,False
bhs,1980,0.0,False
bhs,1981,0.0,False
bhs,1982,0.0,False
bhs,1983,0.0,False
bhs,1984,0.0,False
bhs,1985,0.0,False
bhs,1986,0.0,False
bhs,1987,0.0,False
bhs,1988,0.0,False
bhs,1989,0.0,False
bhs,1990,0.71007,False
bhs,1991,0.73173,False
bhs,1992,0.92207,False
bhs,1993,0.83321,False
bhs,1995,1.3687,False
bhs,1996,1.62266,False
bhs,1997,1.9989,False
bhs,1998,2.55931,False
bhs,1999,4.96796,False
bhs,2000,9.73459,False
bhs,2001,18.4711,False
bhs,2002,36.7171,False
bhs,2003,36.4188,False
bhs,2004,54.743,False
bhs,2005,66.2329,False
bhs,2006,72.6192,False
bhs,2007,105.849,False
bhs,2008,99.9805,False
bhs,2009,98.898,False
bhs,2010,116.572,False
bhs,2011,80.3784,False
bhs,2012,79.9001,False
bhs,2013,75.735,False
bhs,2014,82.3551,False
bhs,2015,80.7521,False
bhs,2016,92.8219,False
bhs,2017,90.5387,False
bhs,2018,98.9789,False
bhs,2019,107.812,False
bhs,2020,117.717,False
bhs,2021,100.257,False
bhs,2022,101.624,False
bhs,2023,100.048,False
bhs,2024,100.37442644978891,True
bih,1960,0.0,False
bih,1965,0.0,False
bih,1970,0.0,False
bih,1975,0.0,False
bih,1976,0.0,False
bih,1977,0.0,False
bih,1978,0.0,False
bih,1979,0.0,False
bih,1980,0.0,False
bih,1981,0.0,False
bih,1982,0.0,False
bih,1983,0.0,False
bih,1984,0.0,False
bih,1985,0.0,False
