geo,time,suicide_per_100000_people,is_forecasted
cpv,2021,14.89953,False
cpv,2022,14.298293339148936,True
cpv,2023,14.82717828579091,True
cpv,2024,14.36193838111089,True
cri,2000,5.96664,False
cri,2001,4.85734,False
cri,2002,6.5299,False
cri,2003,7.35533,False
cri,2004,7.62569,False
cri,2005,6.22886,False
cri,2006,7.94791,False
cri,2007,5.49687,False
cri,2008,5.35632,False
cri,2009,5.51308,False
cri,2010,6.51661,False
cri,2011,6.52225,False
cri,2012,6.22302,False
cri,2013,6.40485,False
cri,2014,5.35708,False
cri,2015,6.37212,False
cri,2016,6.82578,False
cri,2017,5.57746,False
cri,2018,7.52575,False
cri,2019,7.05556,False
cri,2020,6.36211,False
cri,2021,8.06209,False
cri,2022,6.660447087382192,True
cri,2023,6.475933777242881,True
cri,2024,6.451644308568595,True
cub,2000,17.27067,False
cub,2001,15.29657,False
cub,2002,14.74646,False
cub,2003,13.8135,False
cub,2004,13.95721,False
cub,2005,12.99461,False
cub,2006,12.74371,False
cub,2007,12.20633,False
cub,2008,12.85188,False
cub,2009,13.69175,False
cub,2010,14.36125,False
cub,2011,14.05083,False
cub,2012,13.74272,False
cub,2013,13.91141,False
cub,2014,13.42389,False
cub,2015,14.08077,False
cub,2016,13.3864,False
cub,2017,14.60222,False
cub,2018,14.07864,False
cub,2019,13.78525,False
cub,2020,14.6127,False
cub,2021,13.79297,False
cub,2022,13.990422049641582,True
cub,2023,13.850927118532162,True
cub,2024,13.949476795988252,True
cyp,2000,1.92492,False
cyp,2001,1.99216,False
cyp,2002,2.0621,False
cyp,2003,2.08412,False
cyp,2004,0.89168,False
