geo,time,energy_production_total
grc,1998,9832.0
grc,1999,9534.0
grc,2000,9986.0
grc,2001,9965.0
grc,2002,10230.0
grc,2003,9905.0
grc,2004,10300.0
grc,2005,10310.0
grc,2006,10070.0
grc,2007,10170.0
grc,2008,9862.0
grc,2009,10080.0
grc,2010,9188.0
gtm,1971,1934.0
gtm,1972,1983.0
gtm,1973,2041.0
gtm,1974,2098.0
gtm,1975,2445.0
gtm,1976,2604.0
gtm,1977,2644.0
gtm,1978,2660.0
gtm,1979,2775.0
gtm,1980,2583.0
gtm,1981,2669.0
gtm,1982,2882.0
gtm,1983,2893.0
gtm,1984,2819.0
gtm,1985,2784.0
gtm,1986,3047.0
gtm,1987,3082.0
gtm,1988,3150.0
gtm,1989,3254.0
gtm,1990,3391.0
gtm,1991,3504.0
gtm,1992,3623.0
gtm,1993,3617.0
gtm,1994,3610.0
gtm,1995,3830.0
gtm,1996,4239.0
gtm,1997,4673.0
gtm,1998,4966.0
gtm,1999,5367.0
gtm,2000,5238.0
gtm,2001,5229.0
gtm,2002,5408.0
gtm,2003,5475.0
gtm,2004,5438.0
gtm,2005,5497.0
gtm,2006,5432.0
gtm,2007,5443.0
gtm,2008,5385.0
gtm,2009,6052.0
hkg,1971,31.02
hkg,1972,32.67
hkg,1973,32.67
hkg,1974,34.05
hkg,1975,34.29
hkg,1976,35.7
hkg,1977,34.29
hkg,1978,35.7
hkg,1979,37.32
hkg,1980,38.71
hkg,1981,38.95
hkg,1982,40.36
hkg,1983,40.36
hkg,1984,40.36
hkg,1985,41.98
hkg,1986,41.98
hkg,1987,41.98
hkg,1988,43.39
hkg,1989,43.39
hkg,1990,43.39
hkg,1991,43.39
hkg,1992,43.63
hkg,1993,45.01
hkg,1994,45.01
hkg,1995,46.66
hkg,1996,48.05
hkg,1997,48.45
hkg,1998,48.86
hkg,1999,49.31
hkg,2000,49.77
hkg,2001,50.12
hkg,2002,50.34
hkg,2003,50.24
hkg,2004,50.65
hkg,2005,50.86
hkg,2006,51.28
hkg,2007,51.79
hkg,2008,52.17
hkg,2009,52.38
hnd,1971,1012.0
hnd,1972,1039.0
hnd,1973,1059.0
hnd,1974,1090.0
hnd,1975,1112.0
hnd,1976,1136.0
hnd,1977,1170.0
hnd,1978,1211.0
hnd,1979,1246.0
hnd,1980,1315.0
hnd,1981,1333.0
hnd,1982,1368.0
hnd,1983,1389.0
hnd,1984,1405.0
hnd,1985,1468.0
hnd,1986,1478.0
hnd,1987,1561.0
hnd,1988,1599.0
hnd,1989,1631.0
hnd,1990,1694.0
hnd,1991,1702.0
hnd,1992,1695.0
hnd,1993,1704.0
hnd,1994,1670.0
hnd,1995,1661.0
hnd,1996,1698.0
hnd,1997,1904.0
hnd,1998,1896.0
hnd,1999,1477.0
hnd,2000,1522.0
hnd,2001,1494.0
hnd,2002,1546.0
hnd,2003,1622.0
hnd,2004,1666.0
hnd,2005,1773.0
hnd,2006,1976.0
hnd,2007,2119.0
hnd,2008,2078.0
hnd,2009,2195.0
hrv,1990,5134.0
hrv,1991,4803.0
hrv,1992,4336.0
hrv,1993,4546.0
hrv,1994,4076.0
hrv,1995,4181.0
hrv,1996,4244.0
hrv,1997,4118.0
hrv,1998,4018.0
hrv,1999,3598.0
hrv,2000,3584.0
hrv,2001,3752.0
hrv,2002,3710.0
hrv,2003,3747.0
hrv,2004,3876.0
hrv,2005,3805.0
hrv,2006,4152.0
hrv,2007,4061.0
hrv,2008,3955.0
hrv,2009,4066.0
hti,1971,1378.0
hti,1972,1431.0
hti,1973,1467.0
hti,1974,1520.0
hti,1975,1576.0
hti,1976,1623.0
hti,1977,1673.0
hti,1978,1735.0
hti,1979,1807.0
hti,1980,1877.0
hti,1981,1569.0
hti,1982,1588.0
hti,1983,1610.0
hti,1984,1618.0
hti,1985,1632.0
hti,1986,1223.0
hti,1987,1243.0
hti,1988,1273.0
hti,1989,1282.0
hti,1990,1253.0
hti,1991,1268.0
hti,1992,1347.0
hti,1993,1339.0
hti,1994,1373.0
hti,1995,1392.0
hti,1996,1596.0
hti,1997,1588.0
hti,1998,1626.0
hti,1999,1619.0
hti,2000,1542.0
hti,2001,1543.0
hti,2002,1733.0
hti,2003,1673.0
hti,2004,1654.0
hti,2005,1921.0
hti,2006,1968.0
hti,2007,2006.0
hti,2008,1989.0
hti,2009,1867.0
hun,1965,10400.0
hun,1966,10360.0
hun,1967,10140.0
hun,1968,10710.0
hun,1969,11040.0
hun,1970,11770.0
hun,1971,11850.0
hun,1972,11790.0
hun,1973,12700.0
hun,1974,12730.0
hun,1975,12540.0
hun,1976,13480.0
hun,1977,14050.0
hun,1978,15350.0
hun,1979,14660.0
hun,1980,14490.0
hun,1981,14420.0
hun,1982,14920.0
hun,1983,15060.0
hun,1984,15610.0
hun,1985,16410.0
hun,1986,16080.0
hun,1987,16800.0
hun,1988,16380.0
hun,1989,16050.0
hun,1990,14590.0
hun,1991,14310.0
hun,1992,13920.0
hun,1993,13700.0
hun,1994,13280.0
hun,1995,13890.0
hun,1996,13640.0
hun,1997,13330.0
hun,1998,12460.0
hun,1999,11920.0
hun,2000,11620.0
hun,2001,11300.0
hun,2002,11200.0
hun,2003,10410.0
hun,2004,10240.0
hun,2005,10370.0
hun,2006,10340.0
hun,2007,10220.0
hun,2008,10500.0
hun,2009,11000.0
hun,2010,10980.0
idn,1971,71740.0
idn,1972,81690.0
idn,1973,94890.0
idn,1974,97030.0
idn,1975,94310.0
idn,1976,105700.0
idn,1977,118400.0
idn,1978,120200.0
idn,1979,121900.0
idn,1980,125600.0
idn,1981,127900.0
idn,1982,114600.0
idn,1983,117600.0
idn,1984,134800.0
idn,1985,128800.0
idn,1986,136900.0
idn,1987,136900.0
idn,1988,139600.0
idn,1989,149100.0
idn,1990,169100.0
idn,1991,183400.0
idn,1992,187500.0
idn,1993,194500.0
idn,1994,208000.0
idn,1995,216000.0
idn,1996,224500.0
idn,1997,229200.0
idn,1998,230500.0
idn,1999,244200.0
idn,2000,236300.0
idn,2001,241600.0
idn,2002,248000.0
idn,2003,254900.0
idn,2004,264800.0
idn,2005,280000.0
idn,2006,313700.0
idn,2007,318300.0
idn,2008,323800.0
idn,2009,351800.0
ind,1971,141600.0
ind,1972,145900.0
ind,1973,149000.0
ind,1974,156500.0
ind,1975,165700.0
ind,1976,169800.0
ind,1977,174100.0
ind,1978,177500.0
ind,1979,180800.0
ind,1980,186900.0
ind,1981,200000.0
ind,1982,210700.0
ind,1983,221500.0
ind,1984,233200.0
ind,1985,239400.0
ind,1986,251200.0
ind,1987,259200.0
ind,1988,273000.0
ind,1989,281500.0
ind,1990,291800.0
ind,1991,301600.0
ind,1992,306200.0
ind,1993,309900.0
ind,1994,321100.0
ind,1995,335800.0
ind,1996,342300.0
ind,1997,353100.0
ind,1998,351900.0
ind,1999,359400.0
ind,2000,366400.0
ind,2001,374500.0
ind,2002,383600.0
ind,2003,396400.0
ind,2004,409500.0
ind,2005,422400.0
ind,2006,437900.0
ind,2007,452700.0
ind,2008,468300.0
ind,2009,502500.0
irl,1960,1382.0
irl,1961,1352.0
irl,1962,1345.0
irl,1963,1346.0
irl,1964,1372.0
irl,1965,1116.0
irl,1966,1260.0
irl,1967,1361.0
irl,1968,1710.0
irl,1969,1624.0
irl,1970,1416.0
irl,1971,1423.0
irl,1972,1371.0
irl,1973,1120.0
irl,1974,1308.0
irl,1975,1660.0
irl,1976,1409.0
irl,1977,1332.0
irl,1978,1124.0
irl,1979,1467.0
irl,1980,1894.0
irl,1981,2488.0
irl,1982,3033.0
irl,1983,3208.0
irl,1984,3629.0
irl,1985,2845.0
irl,1986,2636.0
irl,1987,3009.0
irl,1988,2873.0
irl,1989,3760.0
irl,1990,3467.0
irl,1991,3287.0
irl,1992,3082.0
irl,1993,3451.0
irl,1994,3560.0
irl,1995,4101.0
irl,1996,3539.0
irl,1997,2853.0
irl,1998,2460.0
irl,1999,2460.0
irl,2000,2158.0
irl,2001,1775.0
irl,2002,1544.0
irl,2003,1834.0
irl,2004,1859.0
irl,2005,1634.0
irl,2006,1596.0
irl,2007,1406.0
irl,2008,1516.0
irl,2009,1529.0
irl,2010,1945.0
irn,1971,238600.0
irn,1972,266800.0
irn,1973,309700.0
irn,1974,318600.0
irn,1975,284900.0
irn,1976,313400.0
irn,1977,300600.0
irn,1978,277000.0
irn,1979,171800.0
irn,1980,80760.0
irn,1981,79430.0
irn,1982,129600.0
irn,1983,133000.0
irn,1984,119800.0
irn,1985,122500.0
irn,1986,101700.0
irn,1987,128700.0
irn,1988,125100.0
irn,1989,160200.0
irn,1990,179300.0
irn,1991,196100.0
irn,1992,202100.0
irn,1993,214700.0
irn,1994,218100.0
irn,1995,223700.0
irn,1996,224900.0
irn,1997,225500.0
irn,1998,229500.0
irn,1999,256500.0
irn,2000,267100.0
irn,2001,259500.0
irn,2002,265400.0
irn,2003,294500.0
irn,2004,306800.0
irn,2005,317900.0
irn,2006,328600.0
irn,2007,344900.0
irn,2008,344800.0
irn,2009,349800.0
irq,1971,85980.0
irq,1972,74610.0
irq,1973,102900.0
irq,1974,100400.0
irq,1975,115400.0
irq,1976,123700.0
irq,1977,119500.0
irq,1978,131500.0
irq,1979,177600.0
irq,1980,135500.0
irq,1981,45230.0
irq,1982,50880.0
irq,1983,49620.0
irq,1984,61160.0
irq,1985,73050.0
irq,1986,87250.0
irq,1987,109400.0
irq,1988,137100.0
irq,1989,148100.0
irq,1990,104900.0
irq,1991,16650.0
irq,1992,23970.0
irq,1993,27300.0
irq,1994,30220.0
irq,1995,31330.0
irq,1996,32740.0
irq,1997,65460.0
irq,1998,109900.0
irq,1999,130700.0
irq,2000,135300.0
irq,2001,134200.0
irq,2002,115700.0
irq,2003,80390.0
irq,2004,104400.0
irq,2005,97450.0
irq,2006,101300.0
irq,2007,105300.0
irq,2008,118000.0
irq,2009,119600.0
isl,1960,150.9
isl,1961,157.9
isl,1962,170.0
isl,1963,184.4
isl,1964,198.9
isl,1965,201.4
isl,1966,222.4
isl,1967,241.2
isl,1968,272.7
isl,1969,310.4
isl,1970,395.0
isl,1971,422.9
isl,1972,458.9
isl,1973,541.3
isl,1974,530.8
isl,1975,578.6
isl,1976,614.9
isl,1977,676.6
isl,1978,709.2
isl,1979,844.9
isl,1980,904.1
isl,1981,1096.0
isl,1982,1162.0
isl,1983,1230.0
isl,1984,1251.0
isl,1985,1252.0
isl,1986,1276.0
isl,1987,1316.0
isl,1988,1372.0
isl,1989,1410.0
isl,1990,1400.0
isl,1991,1437.0
isl,1992,1390.0
isl,1993,1491.0
isl,1994,1481.0
isl,1995,1565.0
isl,1996,1616.0
isl,1997,1682.0
isl,1998,1814.0
isl,1999,2191.0
isl,2000,2306.0
isl,2001,2451.0
isl,2002,2462.0
isl,2003,2457.0
isl,2004,2519.0
isl,2005,2636.0
isl,2006,3259.0
isl,2007,3952.0
isl,2008,4355.0
isl,2009,4402.0
isl,2010,4568.0
isr,1971,5938.0
isr,1972,6242.0
isr,1973,6149.0
isr,1974,4271.0
isr,1975,6577.0
isr,1976,88.09
isr,1977,77.93
isr,1978,74.43
isr,1979,85.78
isr,1980,153.5
isr,1981,150.1
isr,1982,78.87
isr,1983,68.08
isr,1984,55.95
isr,1985,282.2
isr,1986,341.1
isr,1987,362.3
isr,1988,379.5
isr,1989,390.6
isr,1990,424.1
isr,1991,438.1
isr,1992,458.0
isr,1993,502.0
isr,1994,516.2
isr,1995,547.7
isr,1996,556.9
isr,1997,584.0
isr,1998,600.4
isr,1999,600.5
isr,2000,642.0
isr,2001,672.6
isr,2002,708.3
isr,2003,738.6
isr,2004,1742.0
isr,2005,2109.0
isr,2006,2683.0
isr,2007,2899.0
isr,2008,3900.0
isr,2009,3266.0
isr,2010,3730.0
ita,1960,13840.0
ita,1961,14120.0
ita,1962,14050.0
ita,1963,14690.0
ita,1964,15860.0
ita,1965,16040.0
ita,1966,16690.0
ita,1967,16990.0
ita,1968,17570.0
ita,1969,18500.0
ita,1970,19870.0
ita,1971,19530.0
ita,1972,20120.0
ita,1973,20380.0
ita,1974,21210.0
ita,1975,20980.0
ita,1976,21740.0
ita,1977,20900.0
ita,1978,20940.0
ita,1979,20560.0
ita,1980,19900.0
ita,1981,20830.0
ita,1982,22570.0
ita,1983,21470.0
ita,1984,22640.0
ita,1985,22770.0
ita,1986,24810.0
ita,1987,24190.0
ita,1988,25470.0
ita,1989,25220.0
ita,1990,25310.0
ita,1991,26080.0
ita,1992,27250.0
ita,1993,28300.0
ita,1994,29500.0
ita,1995,29420.0
ita,1996,30270.0
ita,1997,30400.0
ita,1998,30290.0
ita,1999,29220.0
ita,2000,28170.0
ita,2001,26850.0
ita,2002,27450.0
ita,2003,27840.0
ita,2004,28390.0
ita,2005,27850.0
ita,2006,27430.0
ita,2007,26380.0
ita,2008,26970.0
ita,2009,27010.0
ita,2010,28830.0
jam,1971,277.0
jam,1972,280.2
jam,1973,250.9
jam,1974,266.6
jam,1975,253.6
jam,1976,254.4
jam,1977,233.9
jam,1978,253.0
jam,1979,222.0
jam,1980,223.9
jam,1981,224.3
jam,1982,247.1
jam,1983,235.1
jam,1984,272.5
jam,1985,252.2
jam,1986,255.4
jam,1987,256.1
jam,1988,260.2
jam,1989,309.6
jam,1990,484.6
jam,1991,485.3
jam,1992,484.4
jam,1993,472.6
jam,1994,485.4
jam,1995,483.4
jam,1996,497.6
jam,1997,510.3
jam,1998,466.7
jam,1999,481.3
jam,2000,588.9
jam,2001,500.3
jam,2002,393.3
jam,2003,396.1
jam,2004,412.2
jam,2005,411.6
jam,2006,411.2
jam,2007,412.4
jam,2008,493.7
jam,2009,530.9
jor,1971,0.931
jor,1972,0.931
jor,1973,0.931
jor,1974,0.931
jor,1975,0.931
jor,1976,1.17
jor,1977,0.693
jor,1978,0.693
jor,1979,0.693
jor,1980,0.693
jor,1981,0.931
jor,1982,0.931
jor,1983,1.17
jor,1984,1.17
jor,1985,1.17
jor,1986,16.68
jor,1987,24.16
jor,1988,20.0
jor,1989,53.97
jor,1990,162.0
jor,1991,158.6
jor,1992,171.0
jor,1993,188.4
jor,1994,272.1
jor,1995,279.5
jor,1996,274.8
jor,1997,288.9
jor,1998,294.6
jor,1999,285.7
jor,2000,285.9
jor,2001,280.8
jor,2002,262.7
jor,2003,286.8
jor,2004,294.1
jor,2005,255.9
jor,2006,290.3
jor,2007,277.1
jor,2008,275.5
jor,2009,293.1
jpn,1960,46980.0
jpn,1961,49920.0
jpn,1962,48130.0
jpn,1963,47200.0
jpn,1964,48000.0
jpn,1965,48140.0
jpn,1966,48910.0
jpn,1967,44910.0
jpn,1968,44810.0
jpn,1969,42300.0
jpn,1970,39340.0
jpn,1971,35790.0
jpn,1972,32610.0
jpn,1973,29510.0
jpn,1974,30640.0
jpn,1975,29920.0
jpn,1976,32990.0
jpn,1977,31970.0
jpn,1978,36170.0
jpn,1979,39390.0
jpn,1980,43290.0
jpn,1981,44520.0
jpn,1982,51790.0
jpn,1983,55180.0
jpn,1984,59300.0
jpn,1985,67050.0
jpn,1986,68880.0
jpn,1987,71650.0
jpn,1988,69710.0
jpn,1989,70520.0
jpn,1990,75200.0
jpn,1991,79220.0
jpn,1992,80210.0
jpn,1993,87660.0
jpn,1994,90490.0
jpn,1995,98550.0
jpn,1996,101700.0
jpn,1997,106200.0
jpn,1998,109100.0
jpn,1999,104500.0
jpn,2000,105800.0
jpn,2001,104800.0
jpn,2002,96930.0
jpn,2003,84080.0
jpn,2004,95090.0
jpn,2005,100500.0
jpn,2006,101400.0
jpn,2007,90600.0
jpn,2008,88690.0
jpn,2009,93790.0
jpn,2010,95060.0
kaz,1990,90460.0
kaz,1991,91320.0
kaz,1992,89010.0
kaz,1993,78440.0
kaz,1994,70860.0
kaz,1995,63470.0
kaz,1996,63330.0
kaz,1997,65110.0
kaz,1998,64380.0
kaz,1999,65580.0
kaz,2000,77910.0
kaz,2001,83320.0
kaz,2002,90440.0
kaz,2003,101000.0
kaz,2004,113500.0
kaz,2005,117400.0
kaz,2006,126500.0
kaz,2007,130800.0
kaz,2008,142200.0
kaz,2009,145800.0
ken,1971,4276.0
ken,1972,4437.0
ken,1973,4601.0
ken,1974,4783.0
ken,1975,4969.0
ken,1976,5148.0
ken,1977,5355.0
ken,1978,5584.0
ken,1979,5814.0
ken,1980,6012.0
ken,1981,6273.0
ken,1982,6519.0
ken,1983,6788.0
ken,1984,7041.0
ken,1985,7327.0
ken,1986,7881.0
ken,1987,8164.0
ken,1988,8442.0
ken,1989,8732.0
ken,1990,9013.0
ken,1991,9294.0
ken,1992,9555.0
ken,1993,9850.0
ken,1994,10120.0
ken,1995,10490.0
ken,1996,10770.0
ken,1997,11000.0
ken,1998,11300.0
ken,1999,11500.0
ken,2000,11730.0
ken,2001,12150.0
ken,2002,12500.0
ken,2003,13160.0
ken,2004,13650.0
ken,2005,13970.0
ken,2006,14330.0
ken,2007,14700.0
ken,2008,15130.0
ken,2009,15570.0
kgz,1990,2502.0
kgz,1991,2437.0
kgz,1992,1818.0
kgz,1993,1578.0
kgz,1994,1465.0
kgz,1995,1259.0
kgz,1996,1319.0
kgz,1997,1261.0
kgz,1998,1114.0
kgz,1999,1301.0
kgz,2000,1443.0
kgz,2001,1353.0
kgz,2002,1204.0
kgz,2003,1403.0
kgz,2004,1475.0
kgz,2005,1447.0
kgz,2006,1488.0
kgz,2007,1427.0
kgz,2008,1190.0
kgz,2009,1161.0
khm,1995,2901.0
khm,1996,2959.0
khm,1997,3018.0
khm,1998,3078.0
khm,1999,3140.0
khm,2000,3203.0
khm,2001,3256.0
khm,2002,3315.0
khm,2003,3370.0
khm,2004,3422.0
khm,2005,3479.0
khm,2006,3536.0
khm,2007,3594.0
khm,2008,3608.0
khm,2009,3668.0
kor,1971,6378.0
kor,1972,6195.0
kor,1973,6760.0
kor,1974,7643.0
kor,1975,8413.0
kor,1976,7809.0
kor,1977,8151.0
kor,1978,8705.0
kor,1979,9033.0
kor,1980,9272.0
kor,1981,9729.0
kor,1982,10010.0
kor,1983,11310.0
kor,1984,12680.0
kor,1985,14600.0
kor,1986,18400.0
kor,1987,21390.0
kor,1988,21450.0
kor,1989,21880.0
kor,1990,22620.0
kor,1991,22200.0
kor,1992,20390.0
kor,1993,20060.0
kor,1994,19270.0
kor,1995,21150.0
kor,1996,22490.0
kor,1997,23730.0
kor,1998,27080.0
kor,1999,30640.0
kor,2000,34380.0
kor,2001,34880.0
kor,2002,34840.0
kor,2003,37940.0
kor,2004,38270.0
kor,2005,42930.0
kor,2006,43730.0
kor,2007,42600.0
kor,2008,44730.0
kor,2009,44310.0
kor,2010,44620.0
kwt,1971,161300.0
kwt,1972,173800.0
kwt,1973,160200.0
kwt,1974,135800.0
kwt,1975,111900.0
kwt,1976,114600.0
kwt,1977,105700.0
kwt,1978,115600.0
kwt,1979,138500.0
kwt,1980,93600.0
kwt,1981,63680.0
kwt,1982,46420.0
kwt,1983,59760.0
kwt,1984,66780.0
kwt,1985,60780.0
kwt,1986,65080.0
kwt,1987,69640.0
kwt,1988,82930.0
kwt,1989,98950.0
kwt,1990,50370.0
kwt,1991,10050.0
kwt,1992,59810.0
kwt,1993,106600.0
kwt,1994,114000.0
kwt,1995,115000.0
kwt,1996,115300.0
kwt,1997,115200.0
kwt,1998,117500.0
kwt,1999,107800.0
kwt,2000,114300.0
kwt,2001,112000.0
kwt,2002,100800.0
kwt,2003,121000.0
kwt,2004,131600.0
kwt,2005,146900.0
kwt,2006,151000.0
kwt,2007,146900.0
kwt,2008,153300.0
kwt,2009,130200.0
lbn,1971,168.5
lbn,1972,168.8
lbn,1973,142.3
lbn,1974,177.6
lbn,1975,177.5
lbn,1976,177.7
lbn,1977,177.5
lbn,1978,176.6
lbn,1979,178.5
lbn,1980,177.6
lbn,1981,177.1
lbn,1982,159.9
lbn,1983,152.2
lbn,1984,154.6
lbn,1985,154.6
lbn,1986,152.7
lbn,1987,157.2
lbn,1988,156.6
lbn,1989,150.1
lbn,1990,142.8
lbn,1991,151.0
lbn,1992,167.1
lbn,1993,170.8
lbn,1994,184.9
lbn,1995,180.1
lbn,1996,189.5
lbn,1997,200.5
lbn,1998,192.8
lbn,1999,155.4
lbn,2000,167.2
lbn,2001,159.3
lbn,2002,191.2
lbn,2003,252.4
lbn,2004,233.7
lbn,2005,229.1
lbn,2006,200.4
lbn,2007,192.2
lbn,2008,165.8
lbn,2009,173.5
lby,1971,137500.0
lby,1972,114900.0
lby,1973,112600.0
lby,1974,80150.0
lby,1975,78790.0
lby,1976,102200.0
lby,1977,108200.0
lby,1978,104100.0
lby,1979,109700.0
lby,1980,96550.0
lby,1981,64320.0
lby,1982,60430.0
lby,1983,58130.0
lby,1984,58820.0
lby,1985,57220.0
lby,1986,56900.0
lby,1987,55180.0
lby,1988,58700.0
lby,1989,61110.0
lby,1990,73170.0
lby,1991,81680.0
lby,1992,77980.0
lby,1993,74100.0
lby,1994,74950.0
lby,1995,76120.0
lby,1996,75740.0
lby,1997,75780.0
lby,1998,78260.0
lby,1999,69290.0
lby,2000,72840.0
lby,2001,71940.0
lby,2002,65890.0
lby,2003,77510.0
lby,2004,86250.0
lby,2005,94440.0
lby,2006,100100.0
lby,2007,97680.0
lby,2008,100500.0
lby,2009,87140.0
lka,1971,2810.0
lka,1972,2812.0
lka,1973,2848.0
lka,1974,2893.0
lka,1975,3120.0
lka,1976,3163.0
lka,1977,3056.0
lka,1978,3136.0
lka,1979,3194.0
lka,1980,3209.0
lka,1981,3300.0
lka,1982,3420.0
lka,1983,3419.0
lka,1984,3726.0
lka,1985,3775.0
lka,1986,3915.0
lka,1987,3983.0
lka,1988,4102.0
lka,1989,4183.0
lka,1990,4191.0
lka,1991,4200.0
lka,1992,4328.0
lka,1993,4259.0
lka,1994,3997.0
lka,1995,4022.0
lka,1996,4204.0
lka,1997,4346.0
lka,1998,4319.0
lka,1999,4548.0
lka,2000,4748.0
lka,2001,4563.0
lka,2002,4544.0
lka,2003,4655.0
lka,2004,4765.0
lka,2005,4920.0
lka,2006,5155.0
lka,2007,5076.0
lka,2008,5072.0
lka,2009,5087.0
ltu,1990,4936.0
ltu,1991,4926.0
ltu,1992,4373.0
ltu,1993,3857.0
ltu,1994,2695.0
ltu,1995,3847.0
ltu,1996,4490.0
ltu,1997,4062.0
ltu,1998,4615.0
ltu,1999,3660.0
ltu,2000,3361.0
ltu,2001,4263.0
ltu,2002,5059.0
ltu,2003,5370.0
ltu,2004,5200.0
ltu,2005,3920.0
ltu,2006,3486.0
ltu,2007,3802.0
ltu,2008,3853.0
ltu,2009,4211.0
lux,1960,1.72
lux,1961,4.902
lux,1962,3.87
lux,1963,0.172
lux,1964,6.45
lux,1965,8.514
lux,1966,7.74
lux,1967,8.342
lux,1968,8.428
lux,1969,7.31
lux,1970,8.256
lux,1971,4.73
lux,1972,5.59
lux,1973,4.042
lux,1974,7.138
lux,1975,6.106
lux,1976,3.956
lux,1977,24.26
lux,1978,24.2
lux,1979,26.12
lux,1980,29.42
lux,1981,30.28
lux,1982,28.66
lux,1983,28.4
lux,1984,30.91
lux,1985,30.67
lux,1986,26.1
lux,1987,33.74
lux,1988,36.56
lux,1989,35.15
lux,1990,28.8
lux,1991,30.51
lux,1992,45.59
lux,1993,44.19
lux,1994,45.32
lux,1995,44.56
lux,1996,37.38
lux,1997,42.5
lux,1998,53.08
lux,1999,53.44
lux,2000,57.28
lux,2001,58.21
lux,2002,56.07
lux,2003,58.12
lux,2004,66.66
lux,2005,88.32
lux,2006,91.87
lux,2007,94.62
lux,2008,101.3
lux,2009,106.1
lux,2010,104.0
lva,1990,1122.0
lva,1991,1123.0
lva,1992,1080.0
lva,1993,1180.0
lva,1994,1325.0
lva,1995,1432.0
lva,1996,1436.0
lva,1997,1624.0
lva,1998,1770.0
lva,1999,1642.0
lva,2000,1409.0
lva,2001,1523.0
lva,2002,1609.0
lva,2003,1737.0
lva,2004,1847.0
lva,2005,1861.0
lva,2006,1846.0
lva,2007,1802.0
lva,2008,1789.0
lva,2009,2097.0
mar,1971,619.6
mar,1972,683.1
mar,1973,687.7
mar,1974,733.1
mar,1975,747.0
mar,1976,807.8
mar,1977,898.5
mar,1978,862.9
mar,1979,895.7
mar,1980,877.9
mar,1981,812.1
mar,1982,788.8
mar,1983,836.3
mar,1984,879.0
mar,1985,873.6
mar,1986,891.4
mar,1987,812.4
mar,1988,831.2
mar,1989,758.1
mar,1990,773.2
mar,1991,834.5
mar,1992,815.9
mar,1993,789.1
mar,1994,849.1
mar,1995,830.9
mar,1996,877.0
mar,1997,841.5
mar,1998,764.9
mar,1999,615.1
mar,2000,570.7
mar,2001,583.6
mar,2002,585.7
mar,2003,639.0
mar,2004,680.4
mar,2005,610.3
mar,2006,629.0
mar,2007,638.9
mar,2008,633.2
mar,2009,781.6
mda,1990,57.92
mda,1991,65.83
mda,1992,58.09
mda,1993,63.29
mda,1994,52.56
mda,1995,54.13
mda,1996,91.03
mda,1997,100.1
mda,1998,62.58
mda,1999,63.87
mda,2000,63.83
mda,2001,74.24
mda,2002,75.55
mda,2003,84.57
mda,2004,92.16
mda,2005,88.44
mda,2006,87.27
mda,2007,88.11
mda,2008,101.6
mda,2009,103.8
mex,1971,43360.0
mex,1972,45060.0
mex,1973,47280.0
mex,1974,55230.0
mex,1975,63030.0
mex,1976,67910.0
mex,1977,79150.0
mex,1978,95010.0
mex,1979,113600.0
mex,1980,147000.0
mex,1981,171200.0
mex,1982,195600.0
mex,1983,193200.0
mex,1984,195200.0
mex,1985,192800.0
mex,1986,182100.0
mex,1987,190900.0
mex,1988,190100.0
mex,1989,190500.0
mex,1990,194700.0
mex,1991,202100.0
mex,1992,201700.0
mex,1993,203200.0
mex,1994,203700.0
mex,1995,201600.0
mex,1996,212000.0
mex,1997,220100.0
mex,1998,224100.0
mex,1999,220600.0
mex,2000,222300.0
mex,2001,225800.0
mex,2002,225500.0
mex,2003,236700.0
mex,2004,246900.0
mex,2005,254000.0
mex,2006,250600.0
mex,2007,244100.0
mex,2008,233300.0
mex,2009,220000.0
mex,2010,217700.0
mkd,1990,1257.0
mkd,1991,1348.0
mkd,1992,1536.0
mkd,1993,1514.0
mkd,1994,1513.0
mkd,1995,1595.0
mkd,1996,1568.0
mkd,1997,1492.0
mkd,1998,1748.0
mkd,1999,1633.0
mkd,2000,1535.0
mkd,2001,1575.0
mkd,2002,1513.0
mkd,2003,1666.0
mkd,2004,1598.0
mkd,2005,1578.0
mkd,2006,1617.0
mkd,2007,1504.0
mkd,2008,1624.0
mkd,2009,1608.0
mlt,1971,0.0
mlt,1972,0.0
mlt,1973,0.0
mlt,1974,0.0
mlt,1975,0.0
mlt,1976,0.0
mlt,1977,0.0
mlt,1978,0.0
mlt,1979,0.0
mlt,1980,0.0
mlt,1981,0.0
mlt,1982,0.0
mlt,1983,0.0
mlt,1984,0.0
mlt,1985,0.0
mlt,1986,0.0
mlt,1987,0.0
mlt,1988,0.0
mlt,1989,0.0
mlt,1990,0.0
mlt,1991,0.0
mlt,1992,0.0
mlt,1993,0.0
mlt,1994,0.0
mlt,1995,0.0
mlt,1996,0.0
mlt,1997,0.0
mlt,1998,0.0
mlt,1999,0.0
mlt,2000,0.0
mlt,2001,0.0
mlt,2002,0.239
mlt,2003,0.31
mlt,2004,0.406
mlt,2005,0.525
mlt,2006,0.645
mlt,2007,0.788
mlt,2008,0.907
mlt,2009,1.075
mmr,1971,7341.0
mmr,1972,7626.0
mmr,1973,7813.0
mmr,1974,7865.0
mmr,1975,8134.0
mmr,1976,8529.0
mmr,1977,8833.0
mmr,1978,9003.0
mmr,1979,9206.0
mmr,1980,9515.0
mmr,1981,9642.0
mmr,1982,9757.0
mmr,1983,9987.0
mmr,1984,10440.0
mmr,1985,11100.0
